Protein IDs	Majority protein IDs	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	LFQ intensity 736_m_wt	LFQ intensity 736_sc_wt	LFQ intensity 737_m_midy	LFQ intensity 737_sc_midy	LFQ intensity 738_m_wt	LFQ intensity 738_sc_wt	LFQ intensity 739_m_midy	LFQ intensity 739_sc_midy	LFQ intensity 740_m_midy	LFQ intensity 740_sc_midy	LFQ intensity 741_m_wt	LFQ intensity 741_sc_wt	LFQ intensity 743_m_wt	LFQ intensity 743_sc_midy	LFQ intensity 744_m_midy	LFQ intensity 744_sc_midy	LFQ intensity 745_m_wt	LFQ intensity 745_sc_wt	Only identified by site	Reverse	Potential contaminant	gene_name	alt_gene_names	bp_annotation	bp_annotation_id	cc_annotation	cc_annotation_id	kegg_annotation	kegg_annotation_id	mf_annotation	mf_annotation_id
NP_001001546.1	NP_001001546.1	NP_001001546.1 myelin basic protein [Sus scrofa]	7	7	7	0	1213100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	MBP	MBP;NA;NA;NA;NA	chemical synaptic transmission;myelination;MAPK cascade;maintenance of permeability of blood-brain barrier;axon ensheathment;response to toxic substance;positive regulation of interleukin-6 secretion;positive regulation of metalloendopeptidase activity;sensory perception of sound;positive regulation of chemokine (C-C motif) ligand 2 secretion;negative regulation of heterotypic cell-cell adhesion;membrane organization;immune response;central nervous system development;substantia nigra development	GO:000726; GO:004255; GO:000016; GO:003563; GO:000836; GO:000963; GO:200077; GO:190468; GO:000760; GO:190420; GO:003411; GO:006102; GO:000695; GO:000741; GO:002176	plasma membrane;internode region of axon;cell surface;macromolecular complex;nucleus;myelin sheath;neuronal cell body;cell periphery;compact myelin	GO:000588; GO:003326; GO:000998; GO:003299; GO:000563; GO:004320; GO:004302; GO:007194; GO:004321	"NA"	"NA"	structural constituent of myelin sheath;protease binding;protein binding	GO:001991; GO:000202; GO:000551
XP_013842818.1;NP_001001587.1	XP_013842818.1;NP_001001587.1	XP_013842818.1 40S ribosomal protein S28 isoform X1 [Sus scrofa];NP_001001587.1 40S ribosomal protein S28 [Sus scrofa]	2	2	2	0	0	0	0	0	0	0	0	0	0	0	34487000	0	0	0	0	0	0	NA	NA	NA	RPS28	RPS28;RPS28;NA;NA;NA	rRNA processing;ribosomal small subunit assembly;cytoplasmic translation;ribosomal small subunit biogenesis;ribosome biogenesis;SRP-dependent cotranslational protein targeting to membrane;maturation of SSU-rRNA;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;translation	GO:000636; GO:000002; GO:000218; GO:004227; GO:004225; GO:000661; GO:003049; GO:000018; GO:000641	extracellular exosome;cytoplasmic side of rough endoplasmic reticulum membrane;cytosol;polysomal ribosome;cytosolic small ribosomal subunit;nucleoplasm;small ribosomal subunit	GO:007006; GO:009855; GO:000582; GO:004278; GO:002262; GO:000565; GO:001593	 Ribosome	hsa0301	protein binding;RNA binding;structural constituent of ribosome	GO:000551; GO:000372; GO:000373
NP_001001632.1;XP_005663430.1;XP_005663427.1;XP_020944392.1;XP_005663431.1;XP_020944391.1;XP_020944393.1;XP_013852498.1;XP_005663433.1	NP_001001632.1;XP_005663430.1;XP_005663427.1;XP_020944392.1;XP_005663431.1;XP_020944391.1	NP_001001632.1 tropomyosin alpha-3 chain [Sus scrofa];XP_005663430.1 tropomyosin alpha-3 chain isoform X18 [Sus scrofa];XP_005663427.1 tropomyosin alpha-3 chain isoform X15 [Sus scrofa];XP_020944392.1 tropomyosin alpha-3 chain isoform X11 [Sus scrofa];XP_0	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72742000	NA	NA	NA	TPM3	TPM3;TPM3;TPM3;TPM3;TPM3	muscle filament sliding;actin filament organization;muscle contraction	GO:003004; GO:000701; GO:000693	stress fiber;extracellular exosome;muscle thin filament tropomyosin;actin filament;cytoskeleton;cytosol;actin cytoskeleton	GO:000172; GO:007006; GO:000586; GO:000588; GO:000585; GO:000582; GO:001562	 Cardiac muscle contraction; Pathways in cancer; Thyroid cancer; Hypertrophic cardiomyopathy (HCM); Adrenergic signaling in cardiomyocytes	hsa0426; hsa0520; hsa0521; hsa0541; hsa0426	molecular_function;protein binding;actin filament binding	GO:000367; GO:000551; GO:005101
NP_001001634.1	NP_001001634.1	NP_001001634.1 40S ribosomal protein S17 [Sus scrofa]	5	5	5	38999000	28428000	36006000	25930000	27366000	71298000	28968000	21998000	39184000	49854000	21822000	37288000	29290000	42254000	20475000	41610000	27895000	47784000	NA	NA	NA	RPS17	RPS17;NA;NA;NA;NA	rRNA processing;ribosomal small subunit biogenesis;translational initiation;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;SRP-dependent cotranslational protein targeting to membrane;erythrocyte homeostasis	GO:000636; GO:004227; GO:000641; GO:000018; GO:000661; GO:003410	focal adhesion;membrane;synapse;nucleoplasm;cytosol;ribosome;cytosolic small ribosomal subunit	GO:000592; GO:001602; GO:004520; GO:000565; GO:000582; GO:000584; GO:002262	 Ribosome	hsa0301	RNA binding;structural constituent of ribosome	GO:000372; GO:000373
XP_020924241.1;NP_001001636.1	XP_020924241.1;NP_001001636.1	XP_020924241.1 60S ribosomal protein L32 isoform X1 [Sus scrofa];NP_001001636.1 60S ribosomal protein L32 [Sus scrofa]	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6025400	NA	NA	NA	RPL32	RPL32;RPL32;NA;NA;NA	translational initiation;cytoplasmic translation;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;translation;SRP-dependent cotranslational protein targeting to membrane	GO:000641; GO:000218; GO:000018; GO:000641; GO:000661	membrane;polysomal ribosome;cytosolic large ribosomal subunit;cytosol	GO:001602; GO:004278; GO:002262; GO:000582	 Ribosome	hsa0301	RNA binding;structural constituent of ribosome	GO:000372; GO:000373
NP_001001637.1;XP_005671774.1	NP_001001637.1;XP_005671774.1	NP_001001637.1 PDZ and LIM domain protein 3 [Sus scrofa];XP_005671774.1 PDZ and LIM domain protein 3 isoform X2 [Sus scrofa]	6	6	2	0	0	0	0	0	0	0	0	0	0	0	21072000	74735000	0	0	0	0	0	NA	NA	NA	PDLIM3	PDLIM3;PDLIM3;NA;NA;NA	heart development;actin filament organization	GO:000750; GO:000701	actin cytoskeleton;Z disc	GO:001562; GO:003001	"NA"	"NA"	protein binding;cytoskeletal protein binding;metal ion binding;structural constituent of muscle	GO:000551; GO:000809; GO:004687; GO:000830
NP_001001638.1	NP_001001638.1	NP_001001638.1 60S ribosomal protein L11 [Sus scrofa]	3	3	3	0	0	73334000	57222000	60347000	70083000	62664000	52944000	0	0	61365000	0	58555000	69278000	45263000	57189000	65364000	66007000	NA	NA	NA	RPL11	RPL11;NA;NA;NA;NA	SRP-dependent cotranslational protein targeting to membrane;protein localization to nucleus;negative regulation of ubiquitin protein ligase activity;regulation of signal transduction by p53 class mediator;protein targeting;positive regulation of gene expression;positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator;cytoplasmic translation;ribosomal large subunit biogenesis;protein stabilization;translation;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;negative regulation of proteasomal ubiquitin-dependent protein catabolic process;negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process;positive regulation of protein binding;ribosomal large subunit assembly;rRNA processing;negative regulation of protein neddylation	GO:000661; GO:003450; GO:190466; GO:190179; GO:000660; GO:001062; GO:190225; GO:000218; GO:004227; GO:005082; GO:000641; GO:000018; GO:003243; GO:200005; GO:003209; GO:000002; GO:000636; GO:200043	cytoplasm;macromolecular complex;nucleoplasm;nucleolus;membrane;cytosolic large ribosomal subunit;polysomal ribosome;extracellular exosome;cytosol	GO:000573; GO:003299; GO:000565; GO:000573; GO:001602; GO:002262; GO:004278; GO:007006; GO:000582	 Ribosome	hsa0301	5S rRNA binding;RNA binding;ubiquitin protein ligase binding;structural constituent of ribosome;ubiquitin ligase inhibitor activity;protein binding	GO:000809; GO:000372; GO:003162; GO:000373; GO:199094; GO:000551
NP_001001640.1;XP_013841525.2;NP_001001864.1	NP_001001640.1	NP_001001640.1 amine oxidase [flavin-containing] A [Sus scrofa]	11	11	4	278560000	154370000	311570000	122480000	277290000	152270000	335560000	136280000	291230000	140500000	288630000	192590000	253180000	140350000	299020000	163870000	314480000	135850000	NA	NA	NA	MAOA	MAOA;NA;NA;NA;NA	cytokine-mediated signaling pathway;dopamine catabolic process;cellular biogenic amine metabolic process;neurotransmitter catabolic process;oxidation-reduction process	GO:001922; GO:004242; GO:000657; GO:004213; GO:005511	integral component of membrane;mitochondrion;mitochondrial outer membrane	GO:001602; GO:000573; GO:000574	 Dopaminergic synapse; Amphetamine addiction; Serotonergic synapse; Glycine, serine and threonine metabolism; Tyrosine metabolism; Arginine and proline metabolism; Tryptophan metabolism; Metabolic pathways; Phenylalanine metabolism; Drug metabolism - cytochrome P450; Histidine metabolism	hsa0472; hsa0503; hsa0472; hsa0026; hsa0035; hsa0033; hsa0038; hsa0110; hsa0036; hsa0098; hsa0034	primary amine oxidase activity	GO:000813
NP_001001641.1	NP_001001641.1	NP_001001641.1 bifunctional epoxide hydrolase 2 [Sus scrofa]	17	17	17	79636000	111250000	54574000	71801000	39472000	55365000	59501000	89660000	84014000	86522000	73187000	104110000	34368000	104280000	63689000	111580000	57720000	83956000	NA	NA	NA	EPHX2	EPHX2;NA;NA;NA;NA	positive regulation of gene expression;positive regulation of blood vessel diameter;protein targeting to peroxisome;epoxygenase P450 pathway;regulation of blood pressure;long-chain fatty acid biosynthetic process;phospholipid dephosphorylation;inflammatory response;reactive oxygen species metabolic process;dephosphorylation;drug metabolic process;regulation of cholesterol metabolic process;response to toxic substance;stilbene catabolic process;xenobiotic metabolic process;epoxide metabolic process;cellular calcium ion homeostasis;cholesterol homeostasis	GO:001062; GO:009775; GO:000662; GO:001937; GO:000821; GO:004275; GO:004683; GO:000695; GO:007259; GO:001631; GO:001714; GO:009018; GO:000963; GO:004627; GO:000680; GO:009717; GO:000687; GO:004263	peroxisomal matrix;cytosol;extracellular exosome;peroxisome	GO:000578; GO:000582; GO:007006; GO:000577	 Metabolic pathways; Arachidonic acid metabolism; Peroxisome	hsa0110; hsa0059; hsa0414	lipid phosphatase activity;epoxide hydrolase activity;protein homodimerization activity;toxic substance binding;phosphatase activity;magnesium ion binding;receptor binding;10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity	GO:004257; GO:000430; GO:004280; GO:001564; GO:001679; GO:000028; GO:000510; GO:003388
XP_020946860.1;XP_020946859.1;XP_005655600.1;NP_001001642.1;XP_020934280.1;XP_020934279.1;XP_020934278.1;XP_005654323.2;XP_020934277.1;XP_020934276.1;XP_020934274.1;XP_020934273.1;XP_020934272.1;XP_020934271.1;XP_020934270.1	XP_020946860.1;XP_020946859.1;XP_005655600.1;NP_001001642.1	XP_020946860.1 5-AMP-activated protein kinase subunit gamma-1 isoform X1 [Sus scrofa];XP_020946859.1 5-AMP-activated protein kinase subunit gamma-1 isoform X1 [Sus scrofa];XP_005655600.1 5-AMP-activated protein kinase subunit gamma-1 isoform X1 [Sus scr	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3851500	NA	NA	NA	PRKAG1	PRKAG1;PRKAG1;PRKAG1;PRKAG1;NA	fatty acid biosynthetic process;cell cycle arrest;protein phosphorylation;positive regulation of protein kinase activity;signal transduction;spermatogenesis;nuclear import;regulation of protein serine/threonine kinase activity;regulation of glycolytic process;positive regulation of gene expression;macroautophagy	GO:000663; GO:000705; GO:000646; GO:004586; GO:000716; GO:000728; GO:005117; GO:007190; GO:000611; GO:001062; GO:001623	nucleoplasm;membrane;cytosol;nucleotide-activated protein kinase complex	GO:000565; GO:001602; GO:000582; GO:003158	 Hypertrophic cardiomyopathy (HCM); Adipocytokine signaling pathway; Non-alcoholic fatty liver disease (NAFLD); FoxO signaling pathway; Insulin signaling pathway; AMPK signaling pathway; Circadian rhythm	hsa0541; hsa0492; hsa0493; hsa0406; hsa0491; hsa0415; hsa0471	AMP-activated protein kinase activity;cAMP-dependent protein kinase activity;ATP binding;AMP binding;protein kinase activity;protein binding;cAMP-dependent protein kinase regulator activity;protein kinase binding;ADP binding	GO:000467; GO:000469; GO:000552; GO:001620; GO:000467; GO:000551; GO:000860; GO:001990; GO:004353
NP_001001643.1	NP_001001643.1	NP_001001643.1 rab GDP dissociation inhibitor beta [Sus scrofa]	27	27	19	901990000	794800000	854470000	731660000	773150000	747170000	803870000	815480000	748620000	793280000	690310000	573000000	807130000	716170000	736110000	834520000	705700000	746380000	NA	NA	NA	GDI2	GDI2;NA;NA;NA;NA	neutrophil degranulation;protein transport;signal transduction;small GTPase mediated signal transduction;regulation of small GTPase mediated signal transduction;positive regulation of GTPase activity	GO:004331; GO:001503; GO:000716; GO:000726; GO:005105; GO:004354	synapse;azurophil granule lumen;vesicle;Golgi apparatus;focal adhesion;extracellular exosome;cytosol;membrane;extracellular region;secretory granule lumen;cytoplasm	GO:004520; GO:003557; GO:003198; GO:000579; GO:000592; GO:007006; GO:000582; GO:001602; GO:000557; GO:003477; GO:000573	"NA"	"NA"	protein binding;GTPase activator activity;RNA binding;small GTPase binding	GO:000551; GO:000509; GO:000372; GO:003126
NP_001001649.2	NP_001001649.2	NP_001001649.2 cadherin-5 precursor [Sus scrofa]	11	11	11	0	41764000	51296000	45087000	45444000	58507000	49046000	54552000	42050000	46279000	0	56390000	40863000	62374000	56170000	51736000	42324000	52363000	NA	NA	NA	CDH5	CDH5;NA;NA;NA;NA	cell morphogenesis;cell-cell adhesion mediated by cadherin;cell-cell junction assembly;transforming growth factor beta receptor signaling pathway;calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules;cell-cell adhesion;positive regulation of angiogenesis;negative regulation of inflammatory response;positive regulation of establishment of endothelial barrier;blood vessel maturation;adherens junction organization;homophilic cell adhesion via plasma membrane adhesion molecules;regulation of establishment of cell polarity	GO:000090; GO:004433; GO:000704; GO:000717; GO:001633; GO:009860; GO:004576; GO:005072; GO:190314; GO:000195; GO:003433; GO:000715; GO:200011	membrane;cell surface;cell junction;cell-cell junction;plasma membrane;integral component of membrane;bicellular tight junction;catenin complex	GO:001602; GO:000998; GO:003005; GO:000591; GO:000588; GO:001602; GO:000592; GO:001634	 Cell adhesion molecules (CAMs); Leukocyte transendothelial migration	hsa0451; hsa0467	protein binding;ion channel binding;beta-catenin binding;protein homodimerization activity;receptor binding;vascular endothelial growth factor receptor 2 binding;calcium ion binding;cadherin binding;cytoskeletal protein binding	GO:000551; GO:004432; GO:000801; GO:004280; GO:000510; GO:004318; GO:000550; GO:004529; GO:000809
NP_001001770.1	NP_001001770.1	NP_001001770.1 cytochrome b5 [Sus scrofa]	6	6	6	544090000	526990000	549530000	506230000	396260000	401050000	539770000	603280000	569160000	496920000	524660000	451610000	302700000	454700000	607830000	763900000	490770000	444100000	NA	NA	NA	CYB5A	CYB5A;NA;NA;NA;NA	L-ascorbic acid metabolic process;hydrogen ion transmembrane transport;response to cadmium ion;electron transport chain	GO:001985; GO:190260; GO:004668; GO:002290	intracellular membrane-bounded organelle;cytosol;endoplasmic reticulum membrane;integral component of membrane;mitochondrial outer membrane	GO:004323; GO:000582; GO:000578; GO:001602; GO:000574	"NA"	"NA"	metal ion binding;enzyme binding;cytochrome-c oxidase activity;heme binding;aldo-keto reductase (NADP) activity	GO:004687; GO:001989; GO:000412; GO:002003; GO:000403
NP_001001771.1;XP_013850150.2	NP_001001771.1	NP_001001771.1 fibrillin-1 precursor [Sus scrofa]	99	99	96	2032900000	20383000000	15314000000	16447000000	11494000000	20180000000	3678800000	10436000000	7520800000	10609000000	8745500000	10762000000	6214200000	12452000000	10810000000	13051000000	9144700000	24504000000	NA	NA	NA	FBN1	FBN1;NA;NA;NA;NA	extracellular matrix organization;camera-type eye development;regulation of receptor activity;negative regulation of osteoclast differentiation;negative regulation of osteoclast development;post-translational protein modification;cellular response to insulin-like growth factor stimulus;cellular response to transforming growth factor beta stimulus;post-embryonic eye morphogenesis;sequestering of BMP in extracellular matrix;metanephros development;skeletal system development;cell adhesion mediated by integrin;heart development;embryonic eye morphogenesis;cellular protein metabolic process	GO:003019; GO:004301; GO:001046; GO:004567; GO:200120; GO:004368; GO:199031; GO:007156; GO:004805; GO:003558; GO:000165; GO:000150; GO:003362; GO:000750; GO:004804; GO:004426	endoplasmic reticulum lumen;microfibril;extracellular space;basement membrane;extracellular matrix;extracellular region	GO:000578; GO:000152; GO:000561; GO:000560; GO:003101; GO:000557	"NA"	"NA"	extracellular matrix structural constituent;calcium ion binding;macromolecular complex binding;hormone activity;protein binding;identical protein binding;heparin binding;extracellular matrix constituent conferring elasticity	GO:000520; GO:000550; GO:004487; GO:000517; GO:000551; GO:004280; GO:000820; GO:003002
NP_001001862.1	NP_001001862.1	NP_001001862.1 troponin C, skeletal muscle [Sus scrofa]	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32357000	0	NA	NA	NA	TNNC2	TNNC2;NA;NA;NA;NA	skeletal muscle contraction;regulation of muscle contraction;muscle filament sliding	GO:000300; GO:000693; GO:003004	troponin complex;cytosol	GO:000586; GO:000582	 Calcium signaling pathway	hsa0402	calcium ion binding;actin filament binding;protein binding;calcium-dependent protein binding;actin binding	GO:000550; GO:005101; GO:000551; GO:004830; GO:000377
XP_020937506.1;XP_020937494.1;XP_020937483.1;XP_020937474.1;XP_020937468.1;XP_020937457.1;XP_020937450.1;XP_020937440.1;XP_020937436.1;XP_020937431.1;XP_020937423.1;NP_001001863.1;XP_020949122.1;XP_020949121.1;XP_005656023.1;XP_013844159.1;XP_020949120.1;XP_020949118.1;XP_005656022.1;NP_998913.1;XP_020949117.1;XP_013844158.1;XP_020949116.1;XP_020949115.1;XP_005656021.1;XP_020949114.1;XP_020949113.1;XP_020949112.1	XP_020937506.1;XP_020937494.1;XP_020937483.1;XP_020937474.1;XP_020937468.1;XP_020937457.1;XP_020937450.1;XP_020937440.1;XP_020937436.1;XP_020937431.1;XP_020937423.1;NP_001001863.1	XP_020937506.1 troponin T, fast skeletal muscle isoform X36 [Sus scrofa];XP_020937494.1 troponin T, fast skeletal muscle isoform X34 [Sus scrofa];XP_020937483.1 troponin T, fast skeletal muscle isoform X32 [Sus scrofa];XP_020937474.1 troponin T, fast skele	8	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411690000	0	NA	NA	NA	TNNT3	TNNT3;TNNT3;TNNT3;TNNT3;TNNT3	muscle filament sliding;cardiac muscle contraction;regulation of striated muscle contraction;sarcomere organization;skeletal muscle contraction;muscle contraction;regulation of ATPase activity	GO:003004; GO:006004; GO:000694; GO:004521; GO:000300; GO:000693; GO:004346	troponin complex;cytosol	GO:000586; GO:000582	"NA"	"NA"	protein binding;tropomyosin binding;calcium-dependent protein binding;troponin C binding;troponin I binding;actin binding;calcium ion binding;calcium-dependent ATPase activity	GO:000551; GO:000552; GO:004830; GO:003017; GO:003101; GO:000377; GO:000550; GO:003089
NP_001001867.1	NP_001001867.1	NP_001001867.1 galectin-1 [Sus scrofa]	10	10	10	4626000000	8296100000	6560300000	6683300000	5438700000	7030000000	5270300000	6228400000	4222600000	6145200000	6973700000	10544000000	5073800000	9298500000	6634300000	7797900000	5663600000	8670000000	NA	NA	NA	LGALS1	LGALS1;NA;NA;NA;NA	response to drug;negative regulation of neuron projection development;positive regulation of erythrocyte aggregation;post-translational protein modification;response to isolation stress;cellular protein metabolic process;plasma cell differentiation;apoptotic process;negative regulation of cell-substrate adhesion;positive regulation of I-kappaB kinase/NF-kappaB signaling;myoblast differentiation;cellular response to glucose stimulus;cellular response to organic cyclic compound;response to axon injury;positive regulation of viral entry into host cell;T cell costimulation;regulation of apoptotic process;positive regulation of dendritic cell differentiation	GO:004249; GO:001097; GO:003412; GO:004368; GO:003590; GO:004426; GO:000231; GO:000691; GO:001081; GO:004312; GO:004544; GO:007133; GO:007140; GO:004867; GO:004659; GO:003129; GO:004298; GO:200120	extracellular space;endoplasmic reticulum lumen;cytosol;nucleus;cell surface;extracellular region;extracellular exosome;cytoplasm	GO:000561; GO:000578; GO:000582; GO:000563; GO:000998; GO:000557; GO:007006; GO:000573	"NA"	"NA"	protein homodimerization activity;laminin binding;RNA binding;lactose binding;protein binding	GO:004280; GO:004323; GO:000372; GO:003039; GO:000551
NP_001001869.1	NP_001001869.1	NP_001001869.1 E3 ubiquitin-protein ligase RNF114 [Sus scrofa]	3	3	3	30574000	39480000	32653000	33505000	36239000	40344000	43619000	24617000	36167000	31348000	38848000	33131000	24432000	30422000	36308000	0	45942000	38122000	NA	NA	NA	RNF114	RNF114;NA;NA;NA;NA	multicellular organism development;protein polyubiquitination;cell differentiation;spermatogenesis	GO:000727; GO:000020; GO:003015; GO:000728	nucleus;cytosol;plasma membrane	GO:000563; GO:000582; GO:000588	"NA"	"NA"	metal ion binding;ubiquitin-protein transferase activity	GO:004687; GO:000484
XP_020957907.1;XP_020957906.1;XP_005667429.1;NP_001002801.1	XP_020957907.1;XP_020957906.1;XP_005667429.1;NP_001002801.1	XP_020957907.1 apolipoprotein C-III isoform X1 [Sus scrofa];XP_020957906.1 apolipoprotein C-III isoform X1 [Sus scrofa];XP_005667429.1 apolipoprotein C-III isoform X1 [Sus scrofa];NP_001002801.1 apolipoprotein C-III precursor [Sus scrofa]	4	4	4	121580000	51356000	91337000	100060000	203790000	195850000	117720000	66401000	119030000	86558000	116230000	51973000	108870000	114630000	156820000	90047000	157740000	85938000	NA	NA	NA	APOC3	APOC3;APOC3;APOC3;APOC3;NA	negative regulation of low-density lipoprotein particle clearance;cholesterol efflux;negative regulation of fatty acid biosynthetic process;negative regulation of cholesterol import;triglyceride catabolic process;phospholipid efflux;negative regulation of receptor-mediated endocytosis;negative regulation of lipoprotein lipase activity;triglyceride homeostasis;retinoid metabolic process;negative regulation of very-low-density lipoprotein particle clearance;regulation of Cdc42 protein signal transduction;high-density lipoprotein particle remodeling;cholesterol homeostasis;reverse cholesterol transport;negative regulation of very-low-density lipoprotein particle remodeling;chylomicron remnant clearance;lipoprotein metabolic process;triglyceride metabolic process;G-protein coupled receptor signaling pathway;negative regulation of triglyceride catabolic process;negative regulation of high-density lipoprotein particle clearance;negative regulation of lipid metabolic process;negative regulation of lipid catabolic process	GO:001098; GO:003334; GO:004571; GO:006062; GO:001943; GO:003370; GO:004826; GO:005100; GO:007032; GO:000152; GO:001091; GO:003248; GO:003437; GO:004263; GO:004369; GO:001090; GO:003438; GO:004215; GO:000664; GO:000718; GO:001089; GO:001098; GO:004583; GO:005099	spherical high-density lipoprotein particle;very-low-density lipoprotein particle;extracellular space;extracellular exosome;chylomicron;extracellular region;early endosome	GO:003436; GO:003436; GO:000561; GO:007006; GO:004262; GO:000557; GO:000576	 PPAR signaling pathway	hsa0332	phospholipid binding;cholesterol binding;lipase inhibitor activity;high-density lipoprotein particle receptor binding;enzyme regulator activity	GO:000554; GO:001548; GO:005510; GO:007065; GO:003023
