Majority protein IDs	gene_name	GO - Biological Process	GO - Cellular Component	GO - Molecular Function	KEGG Pathway Info
NP_001001869.1	RNF114	GO:0007275 [Name: multicellular organism development]; GO:0000209 [Name: protein polyubiquitination]; GO:0030154 [Name: cell differentiation]; GO:0007283 [Name: spermatogenesis]	GO:0005634 [Name: nucleus]; GO:0005829 [Name: cytosol]; GO:0005886 [Name: plasma membrane]	GO:0046872 [Name: metal ion binding]; GO:0004842 [Name: ubiquitin-protein transferase activity]	-
NP_001002817.1	FABP4	"GO:0006469 [Name: negative regulation of protein kinase activity]; GO:0015909 [Name: long-chain fatty acid transport]; GO:0019433 [Name: triglyceride catabolic process]; GO:0071285 [Name: cellular response to lithium ion]; GO:0009617 [Name: response to bacterium]; GO:0042632 [Name: cholesterol homeostasis]; GO:0050729 [Name: positive regulation of inflammatory response]; GO:0050872 [Name: white fat cell differentiation]; GO:0050873 [Name: brown fat cell differentiation]; GO:0001816 [Name: cytokine production]; GO:0045892 [Name: negative regulation of transcription, DNA-templated]; GO:0071356 [Name: cellular response to tumor necrosis factor]"	GO:0005737 [Name: cytoplasm]; GO:0005634 [Name: nucleus]; GO:0070062 [Name: extracellular exosome]; GO:0005811 [Name: lipid particle]; GO:0005829 [Name: cytosol]	GO:0051427 [Name: hormone receptor binding]; GO:0005504 [Name: fatty acid binding]; GO:0036041 [Name: long-chain fatty acid binding]; GO:0005324 [Name: long-chain fatty acid transporter activity]	hsa03320 [Pathway Title: PPAR signaling pathway]; hsa04923 [Pathway Title: Regulation of lipolysis in adipocytes]
NP_001003925.1	APOF	GO:0006869 [Name: lipid transport]; GO:0008203 [Name: cholesterol metabolic process]; GO:0006629 [Name: lipid metabolic process]	GO:0034362 [Name: low-density lipoprotein particle]; GO:0034364 [Name: high-density lipoprotein particle]; GO:0005615 [Name: extracellular space]	GO:0005102 [Name: receptor binding]; GO:0005319 [Name: lipid transporter activity]; GO:0015485 [Name: cholesterol binding]	-
NP_001004031.1;XP_020932974.1	DSTN	GO:0008154 [Name: actin polymerization or depolymerization]; GO:0051014 [Name: actin filament severing]; GO:0030042 [Name: actin filament depolymerization]; GO:0030043 [Name: actin filament fragmentation]; GO:0030836 [Name: positive regulation of actin filament depolymerization]	GO:0030864 [Name: cortical actin cytoskeleton]; GO:0015629 [Name: actin cytoskeleton]; GO:0070062 [Name: extracellular exosome]	GO:0005515 [Name: protein binding]; GO:0051015 [Name: actin filament binding]	-
NP_001004042.1	ATP6V1A	GO:0006879 [Name: cellular iron ion homeostasis]; GO:0008286 [Name: insulin receptor signaling pathway]; GO:0034220 [Name: ion transmembrane transport]; GO:0036295 [Name: cellular response to increased oxygen levels]; GO:0015991 [Name: ATP hydrolysis coupled proton transport]; GO:0046034 [Name: ATP metabolic process]; GO:0016241 [Name: regulation of macroautophagy]; GO:0033572 [Name: transferrin transport]	"GO:0005765 [Name: lysosomal membrane]; GO:0070062 [Name: extracellular exosome]; GO:0005774 [Name: vacuolar membrane]; GO:0016324 [Name: apical plasma membrane]; GO:0016469 [Name: proton-transporting two-sector ATPase complex]; GO:0033180 [Name: proton-transporting V-type ATPase, V1 domain]; GO:0005829 [Name: cytosol]; GO:0005886 [Name: plasma membrane]; GO:0005902 [Name: microvillus]"	"GO:0005524 [Name: ATP binding]; GO:0046961 [Name: proton-transporting ATPase activity, rotational mechanism]"	hsa04721 [Pathway Title: Synaptic vesicle cycle]; hsa04966 [Pathway Title: Collecting duct acid secretion]; hsa05120 [Pathway Title: Epithelial cell signaling in Helicobacter pylori infection]; hsa05323 [Pathway Title: Rheumatoid arthritis]; hsa04145 [Pathway Title: Phagosome]; hsa00190 [Pathway Title: Oxidative phosphorylation]; hsa01100 [Pathway Title: Metabolic pathways]; hsa05110 [Pathway Title: Vibrio cholerae infection]
NP_001004043.1	CFL1	GO:0001755 [Name: neural crest cell migration]; GO:0061001 [Name: regulation of dendritic spine morphogenesis]; GO:0000281 [Name: mitotic cytokinesis]; GO:0007266 [Name: Rho protein signal transduction]; GO:0035722 [Name: interleukin-12-mediated signaling pathway]; GO:0044794 [Name: positive regulation by host of viral process]; GO:0001842 [Name: neural fold formation]; GO:0009615 [Name: response to virus]; GO:0007010 [Name: cytoskeleton organization]; GO:0030010 [Name: establishment of cell polarity]; GO:0030043 [Name: actin filament fragmentation]; GO:0043066 [Name: negative regulation of apoptotic process]; GO:0043200 [Name: response to amino acid]; GO:0030036 [Name: actin cytoskeleton organization]; GO:0030042 [Name: actin filament depolymerization]; GO:0006468 [Name: protein phosphorylation]; GO:0022604 [Name: regulation of cell morphogenesis]; GO:0030836 [Name: positive regulation of actin filament depolymerization]	GO:0016363 [Name: nuclear matrix]; GO:0030027 [Name: lamellipodium]; GO:0005737 [Name: cytoplasm]; GO:0005925 [Name: focal adhesion]; GO:0005634 [Name: nucleus]; GO:0030864 [Name: cortical actin cytoskeleton]; GO:0005615 [Name: extracellular space]; GO:0005829 [Name: cytosol]; GO:0031982 [Name: vesicle]; GO:0005911 [Name: cell-cell junction]; GO:0031258 [Name: lamellipodium membrane]; GO:0016020 [Name: membrane]; GO:0070062 [Name: extracellular exosome]; GO:0032587 [Name: ruffle membrane]	GO:0005102 [Name: receptor binding]; GO:0005515 [Name: protein binding]; GO:0051015 [Name: actin filament binding]	hsa04360 [Pathway Title: Axon guidance]; hsa04666 [Pathway Title: Fc gamma R-mediated phagocytosis]; hsa05133 [Pathway Title: Pertussis]; hsa04810 [Pathway Title: Regulation of actin cytoskeleton]
NP_001004045.1	S100A11	GO:0007165 [Name: signal transduction]; GO:0043312 [Name: neutrophil degranulation]; GO:0098609 [Name: cell-cell adhesion]; GO:0008156 [Name: negative regulation of DNA replication]; GO:0008285 [Name: negative regulation of cell proliferation]	GO:0005615 [Name: extracellular space]; GO:0005576 [Name: extracellular region]; GO:0005634 [Name: nucleus]; GO:0005913 [Name: cell-cell adherens junction]; GO:0001726 [Name: ruffle]; GO:0005737 [Name: cytoplasm]; GO:0034774 [Name: secretory granule lumen]; GO:0070062 [Name: extracellular exosome]	GO:0044548 [Name: S100 protein binding]; GO:0005509 [Name: calcium ion binding]; GO:0042803 [Name: protein homodimerization activity]; GO:0098641 [Name: cadherin binding involved in cell-cell adhesion]; GO:0048306 [Name: calcium-dependent protein binding]; GO:0005515 [Name: protein binding]	-
NP_001004049.1;XP_020944404.1	HSD3B1	GO:0006703 [Name: estrogen biosynthetic process]; GO:0006704 [Name: glucocorticoid biosynthetic process]; GO:0006694 [Name: steroid biosynthetic process]; GO:0006705 [Name: mineralocorticoid biosynthetic process]; GO:0051412 [Name: response to corticosterone]; GO:0021766 [Name: hippocampus development]; GO:0006702 [Name: androgen biosynthetic process]; GO:0008207 [Name: C21-steroid hormone metabolic process]; GO:0055114 [Name: oxidation-reduction process]	GO:0016021 [Name: integral component of membrane]; GO:0005789 [Name: endoplasmic reticulum membrane]; GO:0030868 [Name: smooth endoplasmic reticulum membrane]; GO:0043231 [Name: intracellular membrane-bounded organelle]; GO:0005758 [Name: mitochondrial intermembrane space]; GO:0005743 [Name: mitochondrial inner membrane]	"GO:0000253 [Name: 3-keto sterol reductase activity]; GO:0003854 [Name: 3-beta-hydroxy-delta5-steroid dehydrogenase activity]; GO:0016491 [Name: oxidoreductase activity]; GO:0016616 [Name: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor]; GO:0004769 [Name: steroid delta-isomerase activity]; GO:0047024 [Name: 5alpha-androstane-3beta,17beta-diol dehydrogenase activity]"	hsa00140 [Pathway Title: Steroid hormone biosynthesis]; hsa01100 [Pathway Title: Metabolic pathways]; hsa04913 [Pathway Title: Ovarian steroidogenesis]; hsa04925 [Pathway Title: Aldosterone synthesis and secretion]
NP_001004050.1;XP_020939260.1	PREP	GO:0006508 [Name: proteolysis]	GO:0005634 [Name: nucleus]; GO:0005737 [Name: cytoplasm]; GO:0016020 [Name: membrane]; GO:0005829 [Name: cytosol]	GO:0005515 [Name: protein binding]; GO:0070008 [Name: serine-type exopeptidase activity]; GO:0008236 [Name: serine-type peptidase activity]; GO:0004252 [Name: serine-type endopeptidase activity]; GO:0070012 [Name: oligopeptidase activity]; GO:0004175 [Name: endopeptidase activity]	hsa04614 [Pathway Title: Renin-angiotensin system]
NP_001005208.1	ALB	GO:0034375 [Name: high-density lipoprotein particle remodeling]; GO:0001895 [Name: retina homeostasis]; GO:0006898 [Name: receptor-mediated endocytosis]; GO:0043066 [Name: negative regulation of apoptotic process]; GO:0002576 [Name: platelet degranulation]; GO:0051659 [Name: maintenance of mitochondrion location]; GO:0044267 [Name: cellular protein metabolic process]; GO:0043687 [Name: post-translational protein modification]; GO:0009267 [Name: cellular response to starvation]; GO:0043069 [Name: negative regulation of programmed cell death]; GO:0019836 [Name: hemolysis by symbiont of host erythrocytes]; GO:0098869 [Name: cellular oxidant detoxification]	GO:0005634 [Name: nucleus]; GO:0005788 [Name: endoplasmic reticulum lumen]; GO:0032991 [Name: macromolecular complex]; GO:0070062 [Name: extracellular exosome]; GO:0072562 [Name: blood microparticle]; GO:0005794 [Name: Golgi apparatus]; GO:0005576 [Name: extracellular region]; GO:0005615 [Name: extracellular space]; GO:0005783 [Name: endoplasmic reticulum]; GO:0031093 [Name: platelet alpha granule lumen]	GO:0003677 [Name: DNA binding]; GO:0016209 [Name: antioxidant activity]; GO:0005504 [Name: fatty acid binding]; GO:0015643 [Name: toxic substance binding]; GO:0051087 [Name: chaperone binding]; GO:0030170 [Name: pyridoxal phosphate binding]; GO:0042802 [Name: identical protein binding]; GO:0019825 [Name: oxygen binding]; GO:0005515 [Name: protein binding]; GO:0008144 [Name: drug binding]; GO:0005507 [Name: copper ion binding]	-
NP_001006592.1;XP_020941551.1	MYLPF	GO:0006955 [Name: immune response]; GO:0006936 [Name: muscle contraction]; GO:0007519 [Name: skeletal muscle tissue development]	GO:0005859 [Name: muscle myosin complex]; GO:0005765 [Name: lysosomal membrane]; GO:0005829 [Name: cytosol]	GO:0005509 [Name: calcium ion binding]; GO:0008307 [Name: structural constituent of muscle]	hsa04670 [Pathway Title: Leukocyte transendothelial migration]; hsa04530 [Pathway Title: Tight junction]; hsa04510 [Pathway Title: Focal adhesion]; hsa04810 [Pathway Title: Regulation of actin cytoskeleton]
NP_001007518.1	COX5B	"GO:0007585 [Name: respiratory gaseous exchange]; GO:0006123 [Name: mitochondrial electron transport, cytochrome c to oxygen]; GO:0042776 [Name: mitochondrial ATP synthesis coupled proton transport]"	GO:0005739 [Name: mitochondrion]; GO:0005743 [Name: mitochondrial inner membrane]	GO:0005515 [Name: protein binding]; GO:0004129 [Name: cytochrome-c oxidase activity]; GO:0046872 [Name: metal ion binding]	hsa04260 [Pathway Title: Cardiac muscle contraction]; hsa00190 [Pathway Title: Oxidative phosphorylation]; hsa05012 [Pathway Title: Parkinson's disease]; hsa05010 [Pathway Title: Alzheimer's disease]; hsa05016 [Pathway Title: Huntington's disease]; hsa01100 [Pathway Title: Metabolic pathways]; hsa04932 [Pathway Title: Non-alcoholic fatty liver disease (NAFLD)]
NP_001007519.1	HSPB1	GO:0035924 [Name: cellular response to vascular endothelial growth factor stimulus]; GO:0043488 [Name: regulation of mRNA stability]; GO:0001895 [Name: retina homeostasis]; GO:0043122 [Name: regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0043536 [Name: positive regulation of blood vessel endothelial cell migration]; GO:1902176 [Name: negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway]; GO:0038033 [Name: positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway]; GO:0010506 [Name: regulation of autophagy]; GO:0071901 [Name: negative regulation of protein serine/threonine kinase activity]; GO:0070527 [Name: platelet aggregation]; GO:0001932 [Name: regulation of protein phosphorylation]; GO:0009615 [Name: response to virus]; GO:0035556 [Name: intracellular signal transduction]; GO:0006446 [Name: regulation of translational initiation]; GO:2001028 [Name: positive regulation of endothelial cell chemotaxis]; GO:0006986 [Name: response to unfolded protein]; GO:0043066 [Name: negative regulation of apoptotic process]; GO:0045766 [Name: positive regulation of angiogenesis]; GO:0032731 [Name: positive regulation of interleukin-1 beta production]; GO:0099641 [Name: anterograde axonal protein transport]; GO:0006469 [Name: negative regulation of protein kinase activity]; GO:0042535 [Name: positive regulation of tumor necrosis factor biosynthetic process]; GO:0061077 [Name: chaperone-mediated protein folding]	GO:0005925 [Name: focal adhesion]; GO:0030018 [Name: Z disc]; GO:0005737 [Name: cytoplasm]; GO:0005829 [Name: cytosol]; GO:0000502 [Name: proteasome complex]; GO:0005819 [Name: spindle]; GO:0005615 [Name: extracellular space]; GO:0005856 [Name: cytoskeleton]; GO:0070062 [Name: extracellular exosome]; GO:0005634 [Name: nucleus]; GO:1904115 [Name: axon cytoplasm]; GO:0005886 [Name: plasma membrane]	GO:0005515 [Name: protein binding]; GO:0044183 [Name: protein binding involved in protein folding]; GO:0043130 [Name: ubiquitin binding]; GO:0042802 [Name: identical protein binding]; GO:0008426 [Name: protein kinase C inhibitor activity]; GO:0019901 [Name: protein kinase binding]; GO:0003723 [Name: RNA binding]; GO:0005080 [Name: protein kinase C binding]; GO:0042803 [Name: protein homodimerization activity]	hsa04370 [Pathway Title: VEGF signaling pathway]; hsa05146 [Pathway Title: Amoebiasis]; hsa04010 [Pathway Title: MAPK signaling pathway]; hsa05169 [Pathway Title: Epstein-Barr virus infection]
NP_001008688.1	CA3	GO:0009617 [Name: response to bacterium]; GO:0006979 [Name: response to oxidative stress]; GO:0015701 [Name: bicarbonate transport]; GO:0045471 [Name: response to ethanol]; GO:0016311 [Name: dephosphorylation]	GO:0005829 [Name: cytosol]	GO:0004089 [Name: carbonate dehydratase activity]; GO:0016791 [Name: phosphatase activity]; GO:0008270 [Name: zinc ion binding]; GO:0016151 [Name: nickel cation binding]	hsa00910 [Pathway Title: Nitrogen metabolism]
NP_001008689.1	SAR1B	GO:0048208 [Name: COPII vesicle coating]; GO:0003400 [Name: regulation of COPII vesicle coating]; GO:0006888 [Name: ER to Golgi vesicle-mediated transport]; GO:0061024 [Name: membrane organization]; GO:0002474 [Name: antigen processing and presentation of peptide antigen via MHC class I]; GO:0006886 [Name: intracellular protein transport]; GO:0019886 [Name: antigen processing and presentation of exogenous peptide antigen via MHC class II]; GO:0070863 [Name: positive regulation of protein exit from endoplasmic reticulum]; GO:0016050 [Name: vesicle organization]	GO:0005789 [Name: endoplasmic reticulum membrane]; GO:0005783 [Name: endoplasmic reticulum]; GO:0032580 [Name: Golgi cisterna membrane]; GO:0005829 [Name: cytosol]; GO:0012507 [Name: ER to Golgi transport vesicle membrane]; GO:0070971 [Name: endoplasmic reticulum exit site]; GO:0030127 [Name: COPII vesicle coat]	GO:0003924 [Name: GTPase activity]; GO:0005525 [Name: GTP binding]; GO:0046872 [Name: metal ion binding]	hsa04141 [Pathway Title: Protein processing in endoplasmic reticulum]; hsa05134 [Pathway Title: Legionellosis]
NP_001009576.1	RDX	GO:0030335 [Name: positive regulation of cell migration]; GO:0045792 [Name: negative regulation of cell size]; GO:0051016 [Name: barbed-end actin filament capping]; GO:0032231 [Name: regulation of actin filament bundle assembly]; GO:0032487 [Name: regulation of Rap protein signal transduction]; GO:1903364 [Name: positive regulation of cellular protein catabolic process]; GO:0045184 [Name: establishment of protein localization]; GO:0097067 [Name: cellular response to thyroid hormone stimulus]; GO:0008361 [Name: regulation of cell size]; GO:1903392 [Name: negative regulation of adherens junction organization]; GO:0034111 [Name: negative regulation of homotypic cell-cell adhesion]; GO:0045176 [Name: apical protein localization]; GO:1902115 [Name: regulation of organelle assembly]; GO:0030033 [Name: microvillus assembly]; GO:0043087 [Name: regulation of GTPase activity]; GO:0061028 [Name: establishment of endothelial barrier]; GO:1902966 [Name: positive regulation of protein localization to early endosome]; GO:2000643 [Name: positive regulation of early endosome to late endosome transport]; GO:0008360 [Name: regulation of cell shape]; GO:0010628 [Name: positive regulation of gene expression]; GO:0010737 [Name: protein kinase A signaling]; GO:1900087 [Name: positive regulation of G1/S transition of mitotic cell cycle]; GO:0036120 [Name: cellular response to platelet-derived growth factor stimulus]; GO:1900027 [Name: regulation of ruffle assembly]; GO:0034260 [Name: negative regulation of GTPase activity]; GO:0072659 [Name: protein localization to plasma membrane]	GO:0001726 [Name: ruffle]; GO:0030864 [Name: cortical actin cytoskeleton]; GO:0005615 [Name: extracellular space]; GO:0051286 [Name: cell tip]; GO:0005925 [Name: focal adhesion]; GO:0005886 [Name: plasma membrane]; GO:0030027 [Name: lamellipodium]; GO:0032154 [Name: cleavage furrow]; GO:0032420 [Name: stereocilium]; GO:0071944 [Name: cell periphery]; GO:0030315 [Name: T-tubule]; GO:0005913 [Name: cell-cell adherens junction]; GO:0016324 [Name: apical plasma membrane]; GO:0005902 [Name: microvillus]; GO:0030175 [Name: filopodium]; GO:0030496 [Name: midbody]; GO:0070062 [Name: extracellular exosome]	GO:0019904 [Name: protein domain specific binding]; GO:0051117 [Name: ATPase binding]; GO:0003779 [Name: actin binding]; GO:0003723 [Name: RNA binding]; GO:0051018 [Name: protein kinase A binding]; GO:0005515 [Name: protein binding]; GO:0042803 [Name: protein homodimerization activity]; GO:0045296 [Name: cadherin binding]	hsa05205 [Pathway Title: Proteoglycans in cancer]; hsa05206 [Pathway Title: MicroRNAs in cancer]; hsa04810 [Pathway Title: Regulation of actin cytoskeleton]
